osmid,x,y,name
6321703970,-83.5817041,9.8847602,Ubicacion 6321703970
6321704523,-83.5699623,9.8870974,Ubicacion 6321704523
6321788832,-83.6786502,9.9180018,Ubicacion 6321788832
6321788840,-83.6788026,9.9177611,Ubicacion 6321788840
6321788841,-83.6784932,9.9165988,Ubicacion 6321788841
6321788842,-83.6768194,9.9168928,Ubicacion 6321788842
6321788843,-83.6778803,9.9169019,Ubicacion 6321788843
6321788844,-83.6768261,9.9164591,Ubicacion 6321788844
6321788845,-83.6777134,9.9164591,Ubicacion 6321788845
6321788846,-83.677572,9.9160025,Ubicacion 6321788846
6505000085,-83.6894166,9.8962668,Ubicacion 6505000085
6548369008,-83.6291096,9.9735295,Ubicacion 6548369008
6736546411,-83.6833773,9.9035015,Ubicacion 6736546411
6762640455,-83.6818591,9.9047505,Ubicacion 6762640455
6783591803,-83.6771683,9.9021739,Ubicacion 6783591803
6783591804,-83.6774207,9.9013854,Ubicacion 6783591804
6828385027,-83.6744316,9.8974084,Ubicacion 6828385027
6828385028,-83.6745185,9.896595,Ubicacion 6828385028
6828385029,-83.6721201,9.8971728,Ubicacion 6828385029
6828385030,-83.6721715,9.8966135,Ubicacion 6828385030
6828385031,-83.6716058,9.8971228,Ubicacion 6828385031
6828385032,-83.6716255,9.8968543,Ubicacion 6828385032
6828385033,-83.6744846,9.8969277,Ubicacion 6828385033
6828385034,-83.6748161,9.896967,Ubicacion 6828385034
6838188227,-83.6841824,9.9036133,Ubicacion 6838188227
7080447308,-83.6075288,9.9566147,Ubicacion 7080447308
7191977080,-83.6921815,9.9195208,Ubicacion 7191977080
7191990501,-83.6931594,9.9235899,Ubicacion 7191990501
7221303218,-83.7025783,9.9126615,Ubicacion 7221303218
7231276791,-83.678265,9.9030029,Ubicacion 7231276791
7387618247,-83.5816007,9.8848856,Ubicacion 7387618247
7387618248,-83.5812772,9.8853652,Ubicacion 7387618248
7387626719,-83.5830723,9.8894007,Ubicacion 7387626719
7387626730,-83.5808159,9.8894529,Ubicacion 7387626730
7387626731,-83.583163,9.8884853,Ubicacion 7387626731
7387626733,-83.5838039,9.8888716,Ubicacion 7387626733
7388752479,-83.675787,9.8751635,Ubicacion 7388752479
7388780898,-83.6734569,9.8715221,Ubicacion 7388780898
7391281530,-83.6777872,9.9178421,Ubicacion 7391281530
7391281532,-83.6773064,9.9189172,Ubicacion 7391281532
7391281540,-83.6759967,9.9177024,Ubicacion 7391281540
7391281541,-83.6774347,9.9189937,Ubicacion 7391281541
7731770340,-83.6173593,9.8656688,Ubicacion 7731770340
7731770361,-83.620901,9.8647742,Ubicacion 7731770361
7731770365,-83.6219028,9.8650478,Ubicacion 7731770365
7731800623,-83.614988,9.8613099,Ubicacion 7731800623
7731800650,-83.6132551,9.8586091,Ubicacion 7731800650
7731807648,-83.6160663,9.858078,Ubicacion 7731807648
7731920040,-83.5881874,9.829505,Ubicacion 7731920040
7731925059,-83.6028276,9.8514754,Ubicacion 7731925059
7732018053,-83.5657267,9.8539921,Ubicacion 7732018053
7732029929,-83.5643922,9.8499215,Ubicacion 7732029929
7732029973,-83.5716736,9.8490518,Ubicacion 7732029973
7732056932,-83.5726815,9.8541353,Ubicacion 7732056932
7732056939,-83.5703786,9.8520334,Ubicacion 7732056939
7732083565,-83.5701603,9.8189387,Ubicacion 7732083565
7843963342,-83.6797099,9.9092439,Ubicacion 7843963342
7891226521,-83.6571477,9.9550644,Ubicacion 7891226521
7891226524,-83.6574546,9.9548969,Ubicacion 7891226524
7891226554,-83.6566252,9.9538336,Ubicacion 7891226554
7891226578,-83.655129,9.9539217,Ubicacion 7891226578
7891226580,-83.6558108,9.9545628,Ubicacion 7891226580
7891234499,-83.656147,9.9530478,Ubicacion 7891234499
7891234501,-83.6565292,9.9525166,Ubicacion 7891234501
7891234507,-83.653663,9.9518529,Ubicacion 7891234507
7891234517,-83.6528729,9.9526333,Ubicacion 7891234517
7891234526,-83.6541458,9.9528277,Ubicacion 7891234526
8316797571,-83.6941832,9.8476342,Ubicacion 8316797571
8316822924,-83.7030506,9.8257564,Ubicacion 8316822924
8318950088,-83.6763254,9.8407895,Ubicacion 8318950088
8318950093,-83.687869,9.8371378,Ubicacion 8318950093
8318950099,-83.6875085,9.8363011,Ubicacion 8318950099
8445883812,-83.6098821,9.8527015,Ubicacion 8445883812
8445883813,-83.6093478,9.8526302,Ubicacion 8445883813
8445883814,-83.6146703,9.8531158,Ubicacion 8445883814
8446897692,-83.6665952,9.9125169,Ubicacion 8446897692
8447127666,-83.6838346,9.8925962,Ubicacion 8447127666
8447127667,-83.6832362,9.8923715,Ubicacion 8447127667
8447132682,-83.7057596,9.9047235,Ubicacion 8447132682
8447132698,-83.6954051,9.8978292,Ubicacion 8447132698
8447132707,-83.6936972,9.8960695,Ubicacion 8447132707
8447142668,-83.6958939,9.8735657,Ubicacion 8447142668
8447142687,-83.6959822,9.8733857,Ubicacion 8447142687
8447142688,-83.6966572,9.8727825,Ubicacion 8447142688
8447142706,-83.6958657,9.8739567,Ubicacion 8447142706
8447142707,-83.6987579,9.8735807,Ubicacion 8447142707
8447169330,-83.6957787,9.874942,Ubicacion 8447169330
8447169360,-83.6956012,9.8757168,Ubicacion 8447169360
8447169375,-83.694757,9.8769283,Ubicacion 8447169375
8447169376,-83.6954601,9.8759087,Ubicacion 8447169376
8447169380,-83.6945783,9.8759964,Ubicacion 8447169380
8447169397,-83.6907823,9.8802719,Ubicacion 8447169397
8447169398,-83.6946325,9.8823571,Ubicacion 8447169398
8447169407,-83.7019654,9.8836808,Ubicacion 8447169407
8447169409,-83.701457,9.8831706,Ubicacion 8447169409
8846935860,-83.6708867,9.9113044,Ubicacion 8846935860
8848886686,-83.6772901,9.9109623,Ubicacion 8848886686
8848886695,-83.6766306,9.9098344,Ubicacion 8848886695
8848886696,-83.6774624,9.9108442,Ubicacion 8848886696
8848886697,-83.6767917,9.9097432,Ubicacion 8848886697
8848886699,-83.678459,9.9095269,Ubicacion 8848886699
8855134070,-83.6957433,9.9133473,Ubicacion 8855134070
8855134089,-83.69717,9.9119437,Ubicacion 8855134089
8855212617,-83.6824158,9.9165515,Ubicacion 8855212617
8855212618,-83.68509,9.9146835,Ubicacion 8855212618
8855373253,-83.7008604,9.9090498,Ubicacion 8855373253
8855373254,-83.7025149,9.9111685,Ubicacion 8855373254
8855373273,-83.7023956,9.9105784,Ubicacion 8855373273
8855373274,-83.702066,9.9113039,Ubicacion 8855373274
8855373278,-83.7019908,9.9106683,Ubicacion 8855373278
8855373300,-83.6901169,9.9066921,Ubicacion 8855373300
8855373301,-83.6903396,9.9061436,Ubicacion 8855373301
8855417804,-83.6667565,9.9107651,Ubicacion 8855417804
8855417808,-83.6668405,9.9120106,Ubicacion 8855417808
8855417809,-83.6665737,9.9078958,Ubicacion 8855417809
8855429803,-83.6625837,9.9436366,Ubicacion 8855429803
8855443074,-83.668728,9.9165647,Ubicacion 8855443074
8855493980,-83.6290946,9.9629145,Ubicacion 8855493980
8855494014,-83.6313614,9.9557477,Ubicacion 8855494014
8855494015,-83.6331512,9.9615085,Ubicacion 8855494015
8855496528,-83.6303132,9.9599051,Ubicacion 8855496528
8857287726,-83.6798385,9.9141979,Ubicacion 8857287726
8857287742,-83.6791255,9.9162497,Ubicacion 8857287742
8857595989,-83.6988002,9.9255712,Ubicacion 8857595989
8857595995,-83.6982155,9.9250452,Ubicacion 8857595995
8857595996,-83.6987607,9.9257033,Ubicacion 8857595996
8857596002,-83.6974169,9.9255766,Ubicacion 8857596002
8857853298,-83.7021816,9.8856874,Ubicacion 8857853298
8857936753,-83.707094,9.858493,Ubicacion 8857936753
8857936779,-83.7017799,9.8580941,Ubicacion 8857936779
8857961028,-83.700219,9.8698994,Ubicacion 8857961028
8858019728,-83.6828515,9.8993656,Ubicacion 8858019728
8858553617,-83.6363234,9.878078,Ubicacion 8858553617
8858553618,-83.6359258,9.8776759,Ubicacion 8858553618
8858553658,-83.6355367,9.8786086,Ubicacion 8858553658
8858556754,-83.594584,9.8812371,Ubicacion 8858556754
8858573949,-83.6137066,9.8731834,Ubicacion 8858573949
8858573950,-83.6140628,9.8737416,Ubicacion 8858573950
8858608198,-83.6058819,9.8758886,Ubicacion 8858608198
8858635569,-83.6194063,9.8780612,Ubicacion 8858635569
8858635577,-83.6189936,9.8765001,Ubicacion 8858635577
8858635579,-83.5672999,9.88179,Ubicacion 8858635579
8858635586,-83.5671184,9.8823383,Ubicacion 8858635586
8858636248,-83.5631939,9.8878511,Ubicacion 8858636248
8858636411,-83.5662934,9.8822698,Ubicacion 8858636411
8858637435,-83.5635892,9.9012713,Ubicacion 8858637435
8858637449,-83.5630466,9.9004123,Ubicacion 8858637449
8858637452,-83.56299,9.9006198,Ubicacion 8858637452
8858637454,-83.5627488,9.9007426,Ubicacion 8858637454
8858637460,-83.5618322,9.9005439,Ubicacion 8858637460
8858637472,-83.5626403,9.8996216,Ubicacion 8858637472
8858645449,-83.5577784,9.9026211,Ubicacion 8858645449
8858654148,-83.5439131,9.9042407,Ubicacion 8858654148
8858654149,-83.546889,9.9196734,Ubicacion 8858654149
8858654394,-83.5661333,9.9208883,Ubicacion 8858654394
8858654395,-83.5669853,9.9202258,Ubicacion 8858654395
8858671605,-83.5963006,9.8680813,Ubicacion 8858671605
8858671614,-83.5941828,9.8657143,Ubicacion 8858671614
8858687467,-83.544813,9.8935535,Ubicacion 8858687467
8858687523,-83.5501902,9.8850933,Ubicacion 8858687523
8858687524,-83.5505032,9.8857095,Ubicacion 8858687524
8858687532,-83.5501397,9.8875057,Ubicacion 8858687532
8858687533,-83.5507788,9.8866243,Ubicacion 8858687533
8858687536,-83.5499296,9.8870112,Ubicacion 8858687536
8858701708,-83.5971308,9.8468858,Ubicacion 8858701708
8858721021,-83.6028116,9.823974,Ubicacion 8858721021
8858721045,-83.6058223,9.8212206,Ubicacion 8858721045
8858721052,-83.6014729,9.8448128,Ubicacion 8858721052
8858721054,-83.6023452,9.8443258,Ubicacion 8858721054
8858721085,-83.6003263,9.8427659,Ubicacion 8858721085
8858775095,-83.6508615,9.8402339,Ubicacion 8858775095
8858775096,-83.6515476,9.8402499,Ubicacion 8858775096
8858775099,-83.6502133,9.8421432,Ubicacion 8858775099
8858777539,-83.6179889,9.8173375,Ubicacion 8858777539
8858777540,-83.6380328,9.8191489,Ubicacion 8858777540
8858777800,-83.6249058,9.8539927,Ubicacion 8858777800
8858777801,-83.6246434,9.8536216,Ubicacion 8858777801
8858786426,-83.5989846,9.8387658,Ubicacion 8858786426
8858786431,-83.597058,9.8414221,Ubicacion 8858786431
8858786432,-83.5966386,9.8413942,Ubicacion 8858786432
8858786439,-83.5966543,9.8427296,Ubicacion 8858786439
8860414277,-83.6060153,9.8579253,Ubicacion 8860414277
8860423824,-83.6118411,9.8520434,Ubicacion 8860423824
8860423825,-83.6117546,9.8523941,Ubicacion 8860423825
8860442547,-83.6189076,9.8512339,Ubicacion 8860442547
8860442551,-83.6204522,9.8502491,Ubicacion 8860442551
8861099809,-83.6847336,10.0123406,Ubicacion 8861099809
8861099828,-83.6419952,9.9430497,Ubicacion 8861099828
8861144293,-83.6222035,9.9620638,Ubicacion 8861144293
8861151031,-83.6278376,9.9558606,Ubicacion 8861151031
8861151039,-83.62874,9.9548046,Ubicacion 8861151039
8861151048,-83.6275543,9.9515252,Ubicacion 8861151048
8861151101,-83.6246262,9.9555876,Ubicacion 8861151101
8861151125,-83.6573107,9.9693012,Ubicacion 8861151125
8861151126,-83.6574188,9.9684484,Ubicacion 8861151126
8861151152,-83.6557495,9.9676175,Ubicacion 8861151152
8861151153,-83.6575222,9.9679386,Ubicacion 8861151153
8861151154,-83.6580235,9.9678934,Ubicacion 8861151154
8861151160,-83.6663756,9.970178,Ubicacion 8861151160
8861151235,-83.6591935,9.9672325,Ubicacion 8861151235
8861151236,-83.6591347,9.9680813,Ubicacion 8861151236
8861151238,-83.6590105,9.9672699,Ubicacion 8861151238
8861151239,-83.6585539,9.968412,Ubicacion 8861151239
8861151245,-83.6599565,9.9634779,Ubicacion 8861151245
8861151269,-83.6601702,9.9670478,Ubicacion 8861151269
8861151270,-83.6592888,9.9671914,Ubicacion 8861151270
8861151289,-83.6587546,9.9672797,Ubicacion 8861151289
8861151294,-83.659029,9.966681,Ubicacion 8861151294
8861183206,-83.64111,9.971123,Ubicacion 8861183206
8861183261,-83.6280063,9.9683799,Ubicacion 8861183261
8861183275,-83.6254356,9.9685228,Ubicacion 8861183275
8861183294,-83.624757,9.967474,Ubicacion 8861183294
8861183295,-83.629997,9.9681277,Ubicacion 8861183295
8861183296,-83.6301142,9.9670385,Ubicacion 8861183296
8861183297,-83.6297737,9.9681099,Ubicacion 8861183297
8861183298,-83.6298433,9.967028,Ubicacion 8861183298
8861183299,-83.6331707,9.9688188,Ubicacion 8861183299
8861183300,-83.633215,9.969207,Ubicacion 8861183300
8861200080,-83.642796,9.980629,Ubicacion 8861200080
8861200083,-83.642628,9.9798013,Ubicacion 8861200083
8861200084,-83.6416425,9.9806405,Ubicacion 8861200084
8861200088,-83.6414293,9.979923,Ubicacion 8861200088
8861200089,-83.6444098,9.9980755,Ubicacion 8861200089
8861200090,-83.6444638,9.9971453,Ubicacion 8861200090
8861200106,-83.6728864,9.9948354,Ubicacion 8861200106
8861245720,-83.6634404,10.0012011,Ubicacion 8861245720
8861245783,-83.6797512,10.0093679,Ubicacion 8861245783
8861245793,-83.6409428,10.0016455,Ubicacion 8861245793
8861245821,-83.6621814,9.9949365,Ubicacion 8861245821
8861245852,-83.6339116,9.9979505,Ubicacion 8861245852
8861259780,-83.6432896,9.9430658,Ubicacion 8861259780
8861259781,-83.6430149,9.9433545,Ubicacion 8861259781
8861263806,-83.6327598,9.9954878,Ubicacion 8861263806
8861263808,-83.6329358,9.9938039,Ubicacion 8861263808
8861263809,-83.6321304,9.9937309,Ubicacion 8861263809
8861263811,-83.632085,9.9943948,Ubicacion 8861263811
8861263812,-83.6319793,9.9951755,Ubicacion 8861263812
8861263813,-83.6328511,9.9944199,Ubicacion 8861263813
8861268435,-83.631491,9.9939156,Ubicacion 8861268435
8861268436,-83.6315977,9.9945477,Ubicacion 8861268436
8861299224,-83.6335008,9.8773118,Ubicacion 8861299224
8861299225,-83.6348996,9.877887,Ubicacion 8861299225
8861299237,-83.633997,9.8767775,Ubicacion 8861299237
8861299243,-83.6345397,9.87542,Ubicacion 8861299243
8861299244,-83.6336258,9.8756865,Ubicacion 8861299244
8861299245,-83.6343359,9.8750395,Ubicacion 8861299245
8861299246,-83.6338415,9.8751158,Ubicacion 8861299246
8861316557,-83.6181301,9.9032052,Ubicacion 8861316557
8861316566,-83.6138239,9.9004703,Ubicacion 8861316566
8861454551,-83.6290425,9.9265889,Ubicacion 8861454551
8861454561,-83.6126811,9.9196094,Ubicacion 8861454561
8861454566,-83.6203084,9.9146937,Ubicacion 8861454566
8861454606,-83.6223205,9.9209042,Ubicacion 8861454606
8861454616,-83.6212185,9.9234546,Ubicacion 8861454616
8861454628,-83.6179289,9.926333,Ubicacion 8861454628
8861454631,-83.6188758,9.9152705,Ubicacion 8861454631
8861454632,-83.6172662,9.9151026,Ubicacion 8861454632
8861454633,-83.6181325,9.9157867,Ubicacion 8861454633
8861454640,-83.6168933,9.91581,Ubicacion 8861454640
8861454641,-83.6016463,9.9145692,Ubicacion 8861454641
8861457448,-83.6118482,9.9226056,Ubicacion 8861457448
8861457449,-83.6077546,9.9263285,Ubicacion 8861457449
8861458746,-83.5919657,9.9369739,Ubicacion 8861458746
8861458747,-83.5911978,9.9368985,Ubicacion 8861458747
8861458753,-83.5888904,9.935018,Ubicacion 8861458753
8861458757,-83.5896307,9.9341377,Ubicacion 8861458757
8861582859,-83.5855091,9.8391144,Ubicacion 8861582859
8861586356,-83.5911189,9.8174845,Ubicacion 8861586356
8861708893,-83.5389677,9.8793094,Ubicacion 8861708893
8861708900,-83.538291,9.8782332,Ubicacion 8861708900
8861709055,-83.5732542,9.8589088,Ubicacion 8861709055
8861709056,-83.5740276,9.8543568,Ubicacion 8861709056
8861709089,-83.5598052,9.8621052,Ubicacion 8861709089
8861709126,-83.5574016,9.866599,Ubicacion 8861709126
8861709142,-83.5586659,9.8639282,Ubicacion 8861709142
8861709148,-83.5522369,9.8685356,Ubicacion 8861709148
8861711835,-83.5465207,9.8810396,Ubicacion 8861711835
8861753593,-83.5334012,9.8672341,Ubicacion 8861753593
8861753672,-83.544149,9.8476268,Ubicacion 8861753672
8861753673,-83.5524238,9.865342,Ubicacion 8861753673
8861753800,-83.5435026,9.8548534,Ubicacion 8861753800
8861753801,-83.5269666,9.8708371,Ubicacion 8861753801
8861753862,-83.5313588,9.8828986,Ubicacion 8861753862
8861753872,-83.532468,9.8815175,Ubicacion 8861753872
8861753883,-83.5305239,9.8818302,Ubicacion 8861753883
8861753902,-83.5340035,9.8803102,Ubicacion 8861753902
8861753908,-83.5185072,9.8779189,Ubicacion 8861753908
8861753972,-83.5275128,9.881089,Ubicacion 8861753972
8861753974,-83.5273449,9.8812957,Ubicacion 8861753974
8861773124,-83.5640966,9.8464651,Ubicacion 8861773124
8863470869,-83.5285744,9.851141,Ubicacion 8863470869
8863470932,-83.5378387,9.8333533,Ubicacion 8863470932
8863470933,-83.521496,9.837788,Ubicacion 8863470933
8863471049,-83.5287355,9.8349114,Ubicacion 8863471049
8863527424,-83.499917,9.8337626,Ubicacion 8863527424
8863527522,-83.5022656,9.8297479,Ubicacion 8863527522
8863681904,-83.6957977,9.923396,Ubicacion 8863681904
8863681909,-83.7028687,9.9348466,Ubicacion 8863681909
8863696920,-83.6997394,9.934266,Ubicacion 8863696920
8863696924,-83.6995101,9.9352953,Ubicacion 8863696924
8863696931,-83.698443,9.9347296,Ubicacion 8863696931
8863696940,-83.6923257,9.9337207,Ubicacion 8863696940
8863696944,-83.6927573,9.9325795,Ubicacion 8863696944
8863696945,-83.6895801,9.9326405,Ubicacion 8863696945
8863715116,-83.5755623,9.9374164,Ubicacion 8863715116
8863758553,-83.5720817,9.9329278,Ubicacion 8863758553
8863785744,-83.5766503,9.9544091,Ubicacion 8863785744
8863785748,-83.5685459,9.9527439,Ubicacion 8863785748
8863785755,-83.569398,9.9546569,Ubicacion 8863785755
8863785756,-83.5654362,9.9510752,Ubicacion 8863785756
8863785786,-83.5696902,9.954029,Ubicacion 8863785786
8863785787,-83.5679932,9.9553777,Ubicacion 8863785787
8863785796,-83.5682359,9.9539132,Ubicacion 8863785796
8866713505,-83.4476459,9.8196017,Ubicacion 8866713505
8866713634,-83.44892,9.8213038,Ubicacion 8866713634
8866713637,-83.4516496,9.8204991,Ubicacion 8866713637
8866713639,-83.4516089,9.8207101,Ubicacion 8866713639
8866713655,-83.4495878,9.8201798,Ubicacion 8866713655
8866713656,-83.4572874,9.8212648,Ubicacion 8866713656
9113623946,-83.6707592,9.8311356,Ubicacion 9113623946
9113623954,-83.6761451,9.8397193,Ubicacion 9113623954
9327367679,-83.6954999,9.9470716,Ubicacion 9327367679
9327385152,-83.5957033,9.9457209,Ubicacion 9327385152
9327385156,-83.5967279,9.9447143,Ubicacion 9327385156
9886084805,-83.6887614,9.915949,Ubicacion 9886084805
9892507110,-83.6707832,9.9064835,Ubicacion 9892507110
9892507112,-83.6708147,9.9061833,Ubicacion 9892507112
10281326527,-83.5558856,9.891035,Ubicacion 10281326527
10281326528,-83.5562825,9.8907285,Ubicacion 10281326528
10287845812,-83.7043883,9.8213412,Ubicacion 10287845812
10287979900,-83.5935786,9.8531892,Ubicacion 10287979900
10288009382,-83.6491031,9.9597683,Ubicacion 10288009382
10288009398,-83.6501759,9.9637309,Ubicacion 10288009398
10288010656,-83.6504924,10.0012998,Ubicacion 10288010656
10288010668,-83.6480618,10.0005515,Ubicacion 10288010668
10288052309,-83.6438346,9.850836,Ubicacion 10288052309
10288052495,-83.6324197,9.9157849,Ubicacion 10288052495
10288052733,-83.6518067,9.9123448,Ubicacion 10288052733
10288057613,-83.5965237,9.8557182,Ubicacion 10288057613
10288080026,-83.6139693,9.8974199,Ubicacion 10288080026
10288080160,-83.5083139,9.8567858,Ubicacion 10288080160
10288080209,-83.5076326,9.8411623,Ubicacion 10288080209
10389434228,-83.5740451,9.8910783,Ubicacion 10389434228
10389826489,-83.6130857,9.8491219,Ubicacion 10389826489
10389826490,-83.6128657,9.8481963,Ubicacion 10389826490
11007157165,-83.7170174,9.957794,Ubicacion 11007157165
11011796893,-83.6786228,9.8319193,Ubicacion 11011796893
11011810283,-83.6994621,9.8199176,Ubicacion 11011810283
11037090030,-83.6312342,9.8502638,Ubicacion 11037090030
11038666279,-83.7011996,9.9472724,Ubicacion 11038666279
11038666288,-83.6996225,9.9484401,Ubicacion 11038666288
11069277051,-83.6838711,9.9037452,Ubicacion 11069277051
11069277053,-83.6834698,9.9035082,Ubicacion 11069277053
11780826687,-83.6966907,9.9249741,Ubicacion 11780826687
11825299453,-83.6087633,9.8515191,Ubicacion 11825299453
11825647271,-83.6138729,9.8544326,Ubicacion 11825647271
12162594038,-83.7039793,9.9008769,Ubicacion 12162594038
12162594065,-83.7017838,9.9026042,Ubicacion 12162594065
12162610983,-83.6913771,9.8626457,Ubicacion 12162610983
12163555955,-83.6319635,9.8472658,Ubicacion 12163555955
12163572139,-83.5969379,9.8312356,Ubicacion 12163572139
12163576438,-83.6140111,9.8500486,Ubicacion 12163576438
12163614006,-83.5844922,9.8757397,Ubicacion 12163614006
12163615033,-83.5734261,9.8750954,Ubicacion 12163615033
12163622206,-83.569528,9.8821455,Ubicacion 12163622206
12163639420,-83.5557608,9.8914711,Ubicacion 12163639420
12163646834,-83.5401473,9.9009567,Ubicacion 12163646834
12163703073,-83.5692532,9.9165835,Ubicacion 12163703073
12163705984,-83.5894038,9.8952366,Ubicacion 12163705984
12163706062,-83.5836791,9.8922433,Ubicacion 12163706062
12163722913,-83.6101743,9.8757391,Ubicacion 12163722913
12163722914,-83.6337858,9.868968,Ubicacion 12163722914
12163722930,-83.6312516,9.8692317,Ubicacion 12163722930
12163722939,-83.6307003,9.8668952,Ubicacion 12163722939
12163732612,-83.6440989,9.8703756,Ubicacion 12163732612
12163811943,-83.6157165,9.972604,Ubicacion 12163811943
12163811944,-83.616868,9.9658439,Ubicacion 12163811944
12163811965,-83.6361899,9.9559211,Ubicacion 12163811965
12163812714,-83.6390578,9.9644249,Ubicacion 12163812714
12163812762,-83.6358123,9.9610955,Ubicacion 12163812762
12164457627,-83.7131071,9.9996112,Ubicacion 12164457627
12164501896,-83.7039239,9.9486271,Ubicacion 12164501896
12164505432,-83.7124881,9.9537915,Ubicacion 12164505432
12164509734,-83.6548911,9.9562909,Ubicacion 12164509734
12164540119,-83.6527457,10.0041735,Ubicacion 12164540119
12164540176,-83.6546657,9.9945522,Ubicacion 12164540176
12164543056,-83.6748938,9.9951909,Ubicacion 12164543056
12164544287,-83.6413396,9.9611224,Ubicacion 12164544287
12164544289,-83.642299,9.9673498,Ubicacion 12164544289
12164545501,-83.6362642,9.9904832,Ubicacion 12164545501
12164554916,-83.6707052,9.9967699,Ubicacion 12164554916
12164615729,-83.6565983,9.950663,Ubicacion 12164615729
12164615779,-83.6484435,9.9518479,Ubicacion 12164615779
12164652675,-83.6419324,9.9459308,Ubicacion 12164652675
12164719844,-83.6227642,9.8974595,Ubicacion 12164719844
12164719863,-83.6027841,9.9026947,Ubicacion 12164719863
12164722648,-83.5960048,9.9327174,Ubicacion 12164722648
12164722650,-83.5952819,9.9321902,Ubicacion 12164722650
12164727008,-83.5887401,9.9323655,Ubicacion 12164727008
12164727102,-83.598365,9.926126,Ubicacion 12164727102
12165721237,-83.6136516,9.9378148,Ubicacion 12165721237
12165721329,-83.6291501,9.9099351,Ubicacion 12165721329
12165721332,-83.6290624,9.9018125,Ubicacion 12165721332
12165721339,-83.6264083,9.9015234,Ubicacion 12165721339
12165721344,-83.6261776,9.9007642,Ubicacion 12165721344
12165721345,-83.625931,9.9018423,Ubicacion 12165721345
12165721348,-83.625686,9.9011277,Ubicacion 12165721348
12165815491,-83.5863251,9.8306816,Ubicacion 12165815491
12165852240,-83.5551771,9.8357388,Ubicacion 12165852240
12165852250,-83.5646553,9.853368,Ubicacion 12165852250
12165936972,-83.5677988,9.8382256,Ubicacion 12165936972
12165964429,-83.5657744,9.8321503,Ubicacion 12165964429
12166002387,-83.4929695,9.8211541,Ubicacion 12166002387
12166858328,-83.5493869,9.8274373,Ubicacion 12166858328
12166892988,-83.6879011,9.9186062,Ubicacion 12166892988
12166919478,-83.6529447,9.9318067,Ubicacion 12166919478
12166922273,-83.5730478,9.9272707,Ubicacion 12166922273
12166922324,-83.5499084,9.9357731,Ubicacion 12166922324
12166924619,-83.5739049,9.9681584,Ubicacion 12166924619
12166996334,-83.5895199,9.9538309,Ubicacion 12166996334
12166996373,-83.5837864,9.951311,Ubicacion 12166996373
12167131603,-83.6552073,9.933992,Ubicacion 12167131603
12168176110,-83.6992464,9.8484653,Ubicacion 12168176110
12168176140,-83.6958339,9.849186,Ubicacion 12168176140
12168176157,-83.6972556,9.8487125,Ubicacion 12168176157
12168176158,-83.6961465,9.848769,Ubicacion 12168176158
12168176171,-83.6966775,9.8463113,Ubicacion 12168176171
12168310688,-83.6923299,9.8278227,Ubicacion 12168310688
12168418142,-83.7030683,9.8172782,Ubicacion 12168418142
12168489943,-83.6843565,9.8183741,Ubicacion 12168489943
12230819344,-83.6883464,9.9172499,Ubicacion 12230819344
12588408584,-83.6272335,9.8863452,Ubicacion 12588408584
12588408609,-83.6312182,9.8860341,Ubicacion 12588408609
12588408765,-83.6245777,9.8807334,Ubicacion 12588408765
12588408772,-83.624252,9.8800647,Ubicacion 12588408772
12588408819,-83.6258922,9.8797759,Ubicacion 12588408819
12588408835,-83.6253571,9.8787084,Ubicacion 12588408835
12625899482,-83.6800175,9.9097348,Ubicacion 12625899482
12626395328,-83.6981238,9.9131719,Ubicacion 12626395328
12629739381,-83.6745742,9.8724879,Ubicacion 12629739381
12629746602,-83.6732363,9.8686674,Ubicacion 12629746602
12633759349,-83.6464946,9.8459151,Ubicacion 12633759349
12633759363,-83.6465313,9.8482946,Ubicacion 12633759363
12633799989,-83.6494399,9.8465315,Ubicacion 12633799989
12633799990,-83.6487306,9.8457794,Ubicacion 12633799990
12637260143,-83.6262732,9.9028106,Ubicacion 12637260143
12637260157,-83.6263357,9.9012827,Ubicacion 12637260157
12637260158,-83.6260112,9.9014978,Ubicacion 12637260158
12637260160,-83.6257976,9.9010452,Ubicacion 12637260160
12637588350,-83.6101361,9.9197407,Ubicacion 12637588350
12637588351,-83.6112079,9.9195324,Ubicacion 12637588351
12637588359,-83.6109371,9.9187516,Ubicacion 12637588359
12637588360,-83.6119803,9.9195728,Ubicacion 12637588360
12637588361,-83.6120279,9.919025,Ubicacion 12637588361
12638644994,-83.6210921,9.9061262,Ubicacion 12638644994
12639028664,-83.5689031,9.8421435,Ubicacion 12639028664
12639491783,-83.5700417,9.8404951,Ubicacion 12639491783
12639491792,-83.5712217,9.8391965,Ubicacion 12639491792
12639491793,-83.5738947,9.8415721,Ubicacion 12639491793
12639492620,-83.5769241,9.8416319,Ubicacion 12639492620
12641368251,-83.5714999,9.9337689,Ubicacion 12641368251
12641368272,-83.5718894,9.9317994,Ubicacion 12641368272
12641368273,-83.5719663,9.9330711,Ubicacion 12641368273
12641368275,-83.5714417,9.93268,Ubicacion 12641368275
12641368276,-83.5877218,9.9354884,Ubicacion 12641368276
12641368298,-83.5852858,9.9347923,Ubicacion 12641368298
288592347,-83.8627067,9.8204045,Ubicacion 288592347
288592482,-83.8638859,9.815028,Ubicacion 288592482
288592574,-83.8668233,9.8071508,Ubicacion 288592574
