name,lat,lon,nearest_node
BiciTEC,9.8567628,-83.9107368,8359834689
BiciTEC,9.8557793,-83.9137407,1608118999
BiciTEC,9.857263,-83.910511,8359834689
Tipenco,9.8453242,-83.9487458,655320052
Capilla de San Francisco,9.890669,-83.8720414,1834437404
Asociación de Desarrollo Integral de la Reserva Indígena Cabécar de Bajo Chirripó,9.9790957,-83.3323744,5010475456
Iglesia de Namaldi,9.976993,-83.3290011,5010475456
Iglesia de Ñuka Kichá,9.7944495,-83.4285321,5010483320
Ebais Alto Quetzal,9.7806956,-83.4089039,5010493713
Iglersia de Alto Quetzal,9.7812453,-83.4080032,5010493713
Asociación de Desarrollo Integral de la Reserva Indígena Cabécar de Chirripó,9.7819742,-83.4079117,5010493713
Ebais Namaldi,9.9801795,-83.3247226,5010475456
Iglesia de El Carmen,9.8628696,-83.6213211,5010400881
Iglesia de Canadá,9.8575888,-83.6240922,5010400831
Iglesia María Auxiliadora,9.8659538,-83.6349272,1718455064
Iglesia Las Abras,9.99647,-83.7229525,12164457627
Iglesia de Las Virtudes,9.9846399,-83.7429215,5975669621
Iglesia de Calle Vargas,9.980519,-83.7272433,8214195842
Iglesia de Guayabo Arriba,9.9793118,-83.7157415,8446745267
Iglesia de San Rafael,9.9039683,-83.6796666,479493808
Iglesia de Noche Buena,9.8895265,-83.6843124,2698231730
Iglesia de El Recreo,9.8996513,-83.6943194,2371454927
Iglesia de La Laguna,9.831888,-83.8757329,835667990
Iglesia de Guayabal,9.8360324,-83.9408629,1352179365
Defensa Pública de La Unión,9.9068188,-83.9906466,278168256
Juzgado Agrario de Cartago,9.8642673,-83.9179916,281363017
Alianzas de Mujeres Costarricense,9.9059479,-83.6827047,2625402331
Universidad Americana,9.8666327,-83.9434862,281361579
El Pub,9.8600769,-83.9062,596515521
La Esquina del Pollo,9.8435643,-83.9188543,472374477
Dr. Alberto Calderón Coto,9.9238188,-84.002939,583892182
Ebais Cerro Azul,9.9689966,-83.3521293,5010430910
EScuela China Kichá,9.6892487,-83.4298949,5010504012
Escuela Blöriñak,9.7773065,-83.3775843,8715789748
Soda María Luisa Loría,9.9307941,-83.8823898,994783045
Cinépolis,9.8669708,-83.9426542,281361579
Iglesia de Bonilla Arriba,10.0227026,-83.687187,4594743944
Restaurante Rancho JSM,9.8822628,-83.6453524,321772405
Chicharrón Express,9.8424334,-83.9399656,663406129
Café Viñas,9.8986469,-83.7742419,2418524688
Batidos y Café Oasis,9.8295123,-83.8679635,1180321396
Monchadeho,9.8681632,-83.8994461,1180277806
La Carbonería,9.8580389,-83.9138706,588817671
Tiquicia Rest & Coffee,9.8656576,-83.9142089,1180207513
Boutique Café,9.8613973,-83.9158291,450502878
Birrería Calle 59,9.8610826,-83.9184916,450502916
El Mosaico Coffee & Garden,9.8647627,-83.923855,452651225
La Cofradía Brewing Co,9.8623852,-83.9273888,450502873
Casona Aire Fresco,9.9166128,-83.905789,1126014273
Iglesia de Coris,9.8669816,-83.9901493,448805140
Iglesia de La Susanita,9.8739023,-83.6531789,650976418
Ebais Central A y C,9.9113482,-83.6817307,560112140
Ebais Central B,9.9051722,-83.6877012,2974756359
Ebais Clorito Picado,9.9029713,-83.6824385,1590365080
Iglesia de Carmen Lyra,9.9120156,-83.6737979,571710785
Iglesia de Azul,9.9122478,-83.6652266,560112081
Iglesia de Jesús María,9.9291953,-83.6462365,1816996878
Iglesia de El Seis,9.9631507,-83.629887,8855493980
Delegación Policial La Isabel,9.915852,-83.6766103,560112102
Delegación Policial La Margot,9.9093291,-83.6844183,560112134
Ebais San Juan Norte,9.8891854,-83.7059278,2371455024
Ebais San Juan Sur,9.8797235,-83.6957283,650976753
Iglesia de Murcia,9.8659941,-83.7049536,8857936470
Iglesia de Eslabón,9.8816618,-83.6434274,620163983
Iglesia de El Silencio,9.8736232,-83.61426,8858573950
Ebais El Silencio,9.8728313,-83.6142179,8858573949
Iglesia de San Vicente,9.8824817,-83.5694774,12163622206
Iglesia de Mollejones,9.9008709,-83.5634401,8858637435
Ebais Mollejones,9.899845,-83.5643134,5979604041
Iglesia de Pacuare,9.9193351,-83.5652475,4223029826
Iglesia de El Progreso,9.8871114,-83.5501007,8858687536
Iglesia de Santa Cristina,9.82134,-83.6029972,8858721021
Iglesia de Atirro,9.840873,-83.651187,8858775095
Iglesia de Las Colonias,9.8412473,-83.5967709,8858786432
Iglesia de Carrizal,9.8633247,-83.6102308,7731800623
Iglesia de Reunión,9.9765559,-83.7767853,288655608
Iglesia de La Pastora,9.9653165,-83.751929,8446897333
Iglesia de El Torito,9.9918308,-83.6998114,4552590501
Ebais El Torito,9.9917284,-83.7006309,2077018857
Iglesia de Bonilla Abajo,10.037955,-83.7364836,8860708651
Delegación Policial Santa Teresita,9.9764913,-83.6449839,611914429
Iglesia de Guayabo Abajo,9.9408965,-83.6413698,611914286
Iglesia de San Ramón,9.9527854,-83.6531143,7891234517
Iglesia de Cimarrones,9.9676264,-83.6582214,8861151154
Iglesia de Dulce Nombre,9.9833388,-83.6573098,1817000981
Iglesia de La Orieta,9.982911,-83.6811343,2076993145
CEN-CINAI,9.9978628,-83.6446207,8861200089
Iglesia de La Fuente,9.9942462,-83.6734944,8861200106
Iglesia de Palomo,9.9898468,-83.6435982,618270422
Iglesia de El Cas,9.9920823,-83.6537494,12164540176
Iglesia de El Sauce,9.9978343,-83.6443422,8861200089
Iglesia de El Oriente,9.9942093,-83.6317842,8861263811
Iglesia de Sitio de Mata,9.8838966,-83.6255454,5413138709
Delegación Policial de Sitio de Mata,9.8833707,-83.6257794,5413138709
Ebais Sitio de Mata,9.8834371,-83.6260525,5413138709
Iglesia de San Rafael,9.8994587,-83.6149285,5979635038
CEN-CINAI,9.9120643,-83.6200436,5010576719
Iglesia de Javillos,9.9137208,-83.621097,321772553
Iglesia de Chitaría,9.9341879,-83.5897788,8861458757
Iglesia de Las Nubes,9.8267603,-83.5910931,5979539486
Ebais Chitaría,9.9350769,-83.5934086,4221004540
Ebais Tuis,9.8379115,-83.5834521,5010344272
Iglesia de Cien Manzanas,9.8530904,-83.5676544,7732018053
Iglesia de Mata de Guineo,9.862248,-83.560003,8861709089
Iglesia de San Bosco,9.86805,-83.5531427,5979582884
Iglesia de San Joaquín,9.8784534,-83.5382584,8861708900
Ebais San Joaquín,9.8780627,-83.5384136,8861708900
Iglesia de Bajo Pacuare Norte,9.8833609,-83.5258,5979588053
Iglesia de San Martín,9.8216288,-83.5747619,7732083565
Iglesia de San Antonio,9.8115885,-83.5529213,5010272402
Iglesia de Guadalupe,9.8409483,-83.5279479,8863471049
Iglesia de Santubal,9.8291699,-83.4983143,8863527522
Ebais Santubal,9.825184,-83.5015585,8863527521
Delegación Policial de Tayutic,9.8218265,-83.5550809,5010271815
Iglesia de Río Claro,9.9342557,-83.7000173,8863696920
Iglesia de San Pablo,9.9313825,-83.5724515,12641368272
Ebais Tres Equis,9.9589427,-83.5712884,923114827
Iglesia de La Flor,9.954992,-83.5972119,3264679269
Iglesia Pilón de Azúcar,9.9541282,-83.5896231,12166996334
Iglesia de Alto June,9.9719995,-83.5919142,5809480300
Pets House,9.9218019,-83.9967345,8865215541
Ebais Grano de Oro,9.8142763,-83.4543721,5010422542
Ebais Tsipiriñak,9.8161794,-83.4000425,5010483326
Ebais Paso San Marcos,9.7913808,-83.4813343,9113567469
Ebais Sharabata,9.7652292,-83.4717331,8866787850
Ebais Noribata - Jalariñak,9.7456243,-83.5178414,8866788152
Capilla María Auxiliadora,9.8705184,-83.8994269,1237332161
Capilla de la Divina Misericordia,9.8688567,-83.9092028,588817979
Capilla San Antonio de Padua,9.8910191,-83.8771151,378741035
Delegación Policial de Cot,9.8945132,-83.8784227,1834437464
Delegación Policial Potrero Cerrado,9.9223337,-83.8793934,10287930932
Iglesia de San Juan de Chicuá,9.9469097,-83.8633818,1676547110
Ebais San Juan de Chicuá,9.9471803,-83.8650912,8880723520
Iglesia de Santa Inés,9.8985612,-83.8347093,3844014294
Ebais Cipreses,9.8901959,-83.8435044,1237506940
CEN-CINAI,9.889784,-83.8429091,288667703
Iglesia de Boquerón,9.8883509,-83.8564865,10287931114
Iglesia del Divino Niño,9.8917799,-83.8448195,1237507106
Ebais Santa Rosa,9.9188726,-83.8411661,4890263703
Iglesia de San Gerardo Sur,9.9266663,-83.8416332,1631803360
Ebais San Pablo,9.9368122,-83.8346806,8881190243
Capilla San Isidro Labrador,9.920123,-83.8359043,1631797641
Ebais San Gerardo Norte,10.0113788,-83.835136,5975568515
Iglesia de San Gerardo Norte,10.0122743,-83.8341732,5975568515
Matiza Comida,9.8758515,-83.9359046,8889335283
Iglesia de Los Testigos de Jehová,9.9289519,-83.993448,2376569984
Soda San Gerardo,9.8658598,-83.9211043,281363026
Alebrites,9.924552,-83.9987691,584227783
Iglesia de Santa Elena Abajo,9.7669958,-84.0542143,3226527110
Iglesia de Santa Elena,9.7706977,-84.0524484,778789520
Iglesia de Damita,9.6958362,-83.9129071,1295727949
Iglesia Católica de La Estrella,9.7767278,-83.9597258,1374403070
Iglesia de Guatuso,9.8192702,-83.9471519,1374415588
Iglesia de Santa Clara,9.8037389,-83.9958566,9258604231
Escuela Santa Clara,9.8035456,-83.995978,9258604231
Iglesia de Palmital Sur,9.7745957,-83.9758849,957176504
Iglesia de Palmital Norte,9.7823386,-83.9780082,957176593
Ebais Tobosi,9.8382577,-83.9831626,2349509970
Iglesia de La Cangreja,9.7977934,-83.9631221,1374415475
Eimi,9.9674963,-83.6842218,1189944109
BAC Credomatic,9.8547204,-83.9476114,3927914371
Farmacia del ebáis de Tejar,9.8430321,-83.9391765,691147305
Pizza Hut,9.8533374,-83.9478324,5951981928
BAC Credomatic,9.8565676,-83.9243083,6366363207
Ebais Birrisito,9.8478705,-83.8431097,832409958
Iglesia Sagrado Corazón de Jesús,9.8481201,-83.8454602,497089782
Correos de Costa Rica - Paraíso,9.8395598,-83.869635,5359501044
Correos de Costa Rica - Oriental,9.8635185,-83.9171135,365302245
Correos de Costa Rica - Oreamuno,9.868533,-83.9020508,809892689
Iglesia Nuestra Señora del Rosario,9.8682699,-83.8151419,1718594913
Iglesia de Ajenjal,9.8364997,-83.8143851,832410002
Iglesia de El Yas,9.8616139,-83.8213041,1718594944
Iglesia de Piedra Azul,9.8589408,-83.8082755,633568126
Iglesia de Urasca,9.8424674,-83.7938684,566549540
Delegación Policial Santiago,9.8691027,-83.7985103,3331024280
Ebais Santiago,9.8688443,-83.7982445,3331024277
Iglesia de Purisil,9.7604043,-83.8201154,4738321418
OIJ - Delegación Regional Cartago,9.8632109,-83.9170122,365302245
OIJ- Sub Delegación Regional La Unión,9.9075256,-83.9861333,416710543
OIJ -Subdelegación Regional Turrialba,9.9004355,-83.6732846,479493877
Delegación Policial Chirripó,9.8176974,-83.4552847,5010422537
Parada de bus Grano de Oro,9.8177864,-83.4563863,927639075
CASA DE HANNIA,9.9268983,-83.9994648,584227758
Quinta Tia Maruja,9.9007058,-83.6984932,2974748163
Sueños del Irazú,9.9577484,-83.8460089,1676554678
Estación de carga Villa Mills,9.5579555,-83.7236134,1296752123
Centro Educativo,9.866077,-83.9276489,472374508
Pizzería Monza,9.8435113,-83.9719713,622124340
Iglesia de La Esperanza,9.6828277,-83.8865408,12198413906
Bar Deportivo Arpegio,9.8464329,-83.9616383,10786858759
Ready Pizza,9.9083317,-84.0073872,276540039
Restaurante Nuevo Mundo,9.8415271,-83.9473227,655320010
Pizza Luna y Sol,9.8419174,-83.9485639,660402575
Grupo Mutual,9.8643231,-83.9221547,1600306274
BCR,9.8649259,-83.9202274,281467484
Casa Municipal de La Salud,9.8579284,-83.9216769,472395227
Asembis,9.85776,-83.9270843,480496884
Restaurante y soda Teresa,9.8621812,-83.9213677,450502900
Clínica Asunción,9.8477069,-83.9288112,582995555
Pancha,9.8608682,-83.923351,472395270
Dekra,9.9141148,-83.683188,560112108
El Sabor de mi Pueblo,9.9655915,-83.7299688,600520292
Restaurante Kuka,9.9335269,-83.8840688,994783045
Heladería José Come Rico,9.8686488,-83.905618,596515658
Feria del Agricultor Oreamuno,9.8737594,-83.9033202,663089337
Papá Amadeo,9.7336218,-83.950256,3685109039
Iglesia Católica Palo Verde,9.7851885,-83.9468446,2330175830
Termales Hacienda Orosi,9.7704265,-83.8379945,2349284556
Pops,9.8789307,-83.9233091,288667962
Refugio,9.642055,-83.8387413,10395772536
Pizzería y soda Guadalupe,9.8599409,-83.9363905,472498748
Soda La Chinita,9.8588165,-83.9362054,479421232
Cevichería Los Cartagos #2,9.8555764,-83.936934,3071089629
Soda Al Toque,9.8540894,-83.9381121,582995488
Santo Burrito,9.8436999,-83.9399671,472498718
Balcón Criollo,9.8649232,-83.9211717,1600306540
Teledolar,9.8633203,-83.9220184,450502894
Don Gato,9.8433649,-83.9401627,472498718
Pollo Picom,9.8544965,-83.9341288,491588554
Farmacia Fischel,9.8608977,-83.9300506,472498696
"Los Irola Pizzería, Bar & Rest",9.8377416,-83.8300899,2376399072
SODA D´LORE,9.8717323,-83.9151904,600504188
La Perla,9.8722329,-83.9150176,588818069
Panadería Los Angeles,9.8655582,-83.9136189,588818032
Restaurante Aquel Lugar,9.8697976,-83.9097701,596515584
Clínica Dental Dra. Emmanuela Mata,9.8693699,-83.9135226,588818053
La casita de Las Delicias Los Ángeles,9.8700376,-83.9152437,600504199
Clínica Veterinaria ChurucaVet,9.8697264,-83.9087585,596515638
Shark´s,9.8263535,-83.8028274,835667797
Bar La Conquista,9.8263811,-83.8030236,835667797
Farmacia GALENO,9.826403,-83.8032256,835667891
Clinica dental Cachí,9.8266538,-83.8038887,835667874
Pizzería Peperonni,9.8250249,-83.8028447,835667856
Soda Kachis,9.8249408,-83.8031699,835667856
Café Local,9.877209,-83.9039861,281368333
Pollo Granjero,9.8413672,-83.9407293,5391082965
Restaurante de la Iglesia,9.8637189,-83.9120285,1600305985
Parada de Taxi Los Angeles,9.8647089,-83.9140458,588818012
Ryotei Sushi,9.8666756,-83.9149835,588818167
Salón Comunal Los Angeles,9.8660818,-83.9144709,6369218799
Tarico,9.8673003,-83.9206781,11330256705
Pollolandia,9.8664833,-83.9203536,3987026139
Q´BARATO,9.8666051,-83.9203295,3987026139
Soda El Bambú,9.9270284,-83.9869838,660942625
Soda,9.8391976,-83.9401474,1834918253
Termales Hacienda Orosi,9.7706121,-83.8377763,288612253
Capilla San Judas Tadeo,9.8646257,-83.8939646,1834911800
Iglesia de Mesas,9.8825796,-83.7840149,10968479423
Iglesia de Río Regado,9.8470009,-83.8236448,9450049047
Iglesia de Calle Sánchez,9.7662504,-83.8481857,413273826
La Pipiola,9.8278668,-83.8328483,620089162
El Cas,9.8271536,-83.8343222,620089162
Pizza Hut,9.9091764,-84.0107621,277828652
Sushi TO GO,9.9112233,-83.6897974,288651680
Transtusa,9.8624854,-83.9170148,450502929
BAC Credomatic,9.8388865,-83.9457577,10363088258
Odonto 7,9.8589887,-83.9064823,588817750
Pizza Daniela,9.8410997,-83.8671182,498542865
Bar Willy,9.8428229,-83.8659063,1834517619
Tukis,9.8400336,-83.8662901,1834517477
Soda Y Cafetería Doña Maru,9.8428968,-83.866398,1834517619
Heladeria Fruitsice,9.8413065,-83.8651907,479464758
Cafetería Karamelos,9.8414316,-83.8689442,498542846
Mr. Churro,9.8390067,-83.8642759,479464722
La Uchuva,9.8390501,-83.8646704,479464782
Kokoro Suhi,9.8428446,-83.8742006,1283536304
Rest. Sabor Feliz,9.841305,-83.8786439,288590550
Deleites Paraíso,9.8400155,-83.8691435,288590561
Panaderia y Cafeteria Charlies,9.8419918,-83.866884,4094465487
Iglesia El Salvador,9.8434243,-83.8778588,571717841
Ready Pizza,9.8397862,-83.8681758,496240810
Soda Quesos de Mi Tierra,9.8614366,-83.8371702,6709190393
Delegación Policial Río Azul,9.8891727,-84.0334802,720105889
Iglesia de Purires,9.8380998,-83.9638442,638686460
Delegación Policial Coris,9.8672431,-83.9897963,448805140
Iglesia de Cooperosales,9.8952494,-83.9308729,1126005087
Delegación Policial Ochomogo,9.889517,-83.9393404,638686582
Iglesia de La Guaria,9.7755336,-84.0591236,778789540
Iglesia San Isidro de Alumbre,9.806081,-84.051422,622124989
Ebais Alumbre,9.8061434,-84.0512114,622124989
El Tejano,9.8434388,-83.9506385,472374710
Bar Estación Peralta,9.9677259,-83.6118421,3066059629
Rincón Bohemio,9.9685046,-83.6113045,3066059629
Papa John's,9.8793224,-83.9179224,281368396
McDonald's,9.8394057,-83.8665131,1834517388
Santo Pan,9.9049278,-83.6818682,471047481
La Casita de Lilly,9.9035023,-83.9940709,278168237
Acuario Paisajismo Plantado,9.906692,-83.9906938,278168256
Veterinaria Kannies,9.9072824,-83.9904932,278168312
Escuela Municipal de Música de La Unión,9.9051599,-83.9912042,278168247
Tilapias Don Miguel,9.9351035,-83.6531864,1816997229
Veterinaria La Selva Tucurrique,9.8524616,-83.7211472,2164687642
Soda y Heladería Pejivalle #2,9.8524674,-83.7211883,2164687642
Gerald's Pizza,9.8540366,-83.725563,620089522
Iglesia de Peñas Blancas,9.8271379,-83.7864974,7773988459
Ready Pizza,9.8650002,-83.9145674,588818012
Ready Pizza,9.8963938,-83.7387093,582997968
Iglesia Adventista del Sétimo Día de Pejibaye,9.8108758,-83.7026898,288645760
Bar El Pisote,9.9452006,-83.9667231,10287685688
Subway,9.9064237,-84.0136566,277829182
Little Caesars,9.9063797,-84.013532,277829183
Uno,9.9215691,-83.6951599,288654795
La Vencedora,9.9073159,-83.9858699,416710543
Soda,9.9035619,-83.9969895,299756680
Heladería Sarita,9.8733383,-83.9448897,1181474230
Pops,9.9064098,-84.0136041,277829183
Iglesia de Los Ángeles,9.9267917,-83.9145772,1126014210
Iglesia Puente Negro,9.8070092,-83.8692473,12207173717
Capilla de Perlas,9.80459,-83.8821929,633628080
Rosti Ventanita,9.9085089,-84.0067324,12048344154
Jetbox,9.9085254,-84.0066805,12048344154
Restaurante Buen Sabor,9.9085405,-84.0066313,12048344154
Domino's,9.8663121,-83.9308373,450502866
Capilla de Patalillo,9.9199203,-83.8023435,2418526983
Capilla de Lourdes,9.9196694,-83.8112131,1180381404
Iglesia de Llano Grande,9.9119545,-83.8227703,1631776738
La Terraza De Doña Meche,9.7948678,-83.8546142,413276647
Cafetería 1743,9.796445,-83.8548725,288596377
Little Caesars,9.8665591,-83.9296774,450502866
Juan Valdez Café,9.8663051,-83.9307872,450502866
Illig Biegarten,9.8672279,-83.9416909,5800099245
Panadería y Cafetería Prispán,9.9247977,-83.999203,583892204
Panadería y Cafetería Prispán,9.9077467,-84.0154658,277829179
Panadería y Cafetería Prispán,9.8987026,-83.9981416,277829066
Mia Italia,9.8672931,-83.9417049,5800099245
Domingo 7,9.8672343,-83.9417458,5800099245
Iglesia de Recope,9.9114097,-83.6861471,560112119
CEN-CINAI,9.9632736,-83.6747316,2076990017
Iglesia Nuestra Señora de los Ángeles,9.842069,-83.5681746,12639028664
Rancho Frutos de Bambú,9.9281983,-83.6943958,600520369
Delegación Policial Tres Equis,9.9592642,-83.5715946,923114827
CEN-CINAI,9.9589159,-83.5714047,923114827
Capilla Yöyöriñak,9.7530491,-83.4894414,8866787850
Escuela Blujuriñak,9.7819022,-83.5034349,8866985983
"Módulo Administrativo y Residencias de la carrera Bachillerato en Ciencias de la Educación, énfasis en lengua y cultura Cabécar UCR-UNA-UNED",9.8177281,-83.4538994,5010422537
CEN-CINAI,9.8388545,-83.9640351,3570502302
Ebais San Isidro,9.8301588,-83.952144,1640057805
CEN-CINAI,9.8431038,-83.8781089,571717841
Salón del Reino de los Testigos de Jehová,9.8389186,-83.8760295,1834549804
Capilla Divino Niño,9.8329895,-83.8643274,332472890
Capilla de San José,9.8467602,-83.8983088,835667866
Rancho Don Marino,9.903894,-83.8930384,1893981564
Restaurante San Guche gourmet,9.9151681,-83.8945954,1182478507
Banco Promerica,9.8621212,-83.9170209,450502929
Escuela de San Blas,9.873539806539942,-83.91153151509816,597388265
Tribunales de Justicia - Circuito Judicial de Cartago,9.862996125346463,-83.91723841411911,450502919
Escuela Jenaro Bonilla Aguilar,9.905504484813871,-83.68356406509716,471047505
Parqueo para visitantes,9.847923025106072,-83.97034396732676,9750069668
Terra Mall,9.901764015295212,-83.99700058980774,272786436
Clínica CCSS Juan Viñas,9.893559556276074,-83.74990372250205,479478980
Servicentro El Guarco,9.843126520133538,-83.95076789757505,472374710
Cafetería Árbol de Jade,9.866647955175559,-83.91491227522656,588818167
Guardaparques - Parque Nacional Barbilla,9.981724464193444,-83.45401373123377,3075180801
CECUDI,9.842866344602074,-83.9926062367858,3570768693
Estación Experimental Ganadera El Alto - MAG,9.911118281194925,-83.96152375137744,4411399715
Hacienda Pinares,9.89767455092377,-83.97767377200466,418087510
CEN-CINAI,9.838623751301105,-83.91960745031572,1834900470
Colegio Técnico Profesional Mario Quirós Sasso,9.904183097301182,-83.99512423067684,2041224135
Hospital Psiquiátrico Dr. Roberto Chacón Paut,9.93669111179599,-83.97613598428337,278193778
Benemérito Liceo Franco-Costarricense,9.92845343186612,-84.00527854323761,583892249
Sistema Educativo Saint Clare,9.905869995397552,-84.00614471162028,277832022
Instituto Tecnológico de Costa Rica,9.853618482778,-83.90944727716423,9698432671
Parroquia San Buenaventura,9.905419197168433,-83.68394367379732,1431339403
Liceo Elías Leiva Quirós,9.847038202289498,-83.93986815565552,573449719
Iglesia Claudio Volio,9.86971695375539,-83.92356218344291,603899752
Escuela para Sordos,9.869299618427753,-83.92077148589885,1308628295
Iglesia Oasis de Amor,9.873969591942556,-83.91417618949625,1311487260
Parroquia San Blas,9.873305142227242,-83.91235233248766,588818060
Villa Fontana,9.872322417663064,-83.91508859381767,588818069
Escuela Julián Volio,9.872450144084251,-83.92054163683191,1311433673
Iglesia Evangélica,9.868288030570035,-83.91866478981174,596515806
Iglesia de Cinco Esquinas,9.869399268436242,-83.9288945809091,603899699
Hospital Dr. Maximiliano Peralta Jiménez,9.86147735,-83.9219589,450502887
Escuela Ascención Esquivel Ibarra,9.86246387749581,-83.92016610818634,1313032589
BAC Credomatic,9.863257349552542,-83.92062774537519,450502902
Colegio Universitario de Cartago,9.860647993433126,-83.92629872387823,472374597
Escuela Los Ángeles,9.863035330868387,-83.91132363851824,10963039329
Escuela Orosi,9.796276325433237,-83.85448507165343,288596376
Escuela Loaiza,9.813342665043601,-83.82391781967323,9448254372
Restaurante Mi Tierra,9.878537811539257,-83.90145199963014,288667955
Parroquia San José,9.939355818412697,-83.91066378848748,1125964530
Escuela Carlos J. Peralta Echeverría,9.861355719205879,-83.93457916843013,472498747
Basílica de Nuestra Señora de Los Ángeles,9.864092644779289,-83.9128687481474,1600704097
Clínica CCSS Oreamuno,9.86701585334639,-83.900660836259,1237332308
Parroquia San Francisco Javier,9.88651489960552,-83.80789982289056,479468402
Parroquia Dulce Nombre de Jesús,9.915319966087207,-83.89299997050635,697058035
Campo Ayala,9.839369240698282,-83.88480526523806,1834549939
Salón del Reino de los Testigos de Jehová,9.86934919958027,-83.91957804298649,602777621
Hogar de Ancianos Asilo de la Vejéz,9.869158110767147,-83.92309977839481,452651201
Parroquia San Esteban,9.872107861224064,-83.92055840804935,596515812
Terminal LUMACA,9.867263871128712,-83.92218038090935,1308628294
Servicentro del Oeste,9.868935141374648,-83.93037019438282,12474117838
Servicentro Cartago,9.88018623340685,-83.91877312091987,1311319392
Mercado Muncipal de Cartago,9.866078040826652,-83.92134904598167,11330256705
Escuela Bilingüe Sony,9.857847045176902,-83.9165600331953,1647512343
Convento Capuchinos Menores,9.86239745,-83.91922305000001,450502914
Colegio Vicente Lachner Sandoval,9.86148410160885,-83.91376314444032,365287378
Escuela Jesús Jímenez,9.86364362728169,-83.92163794123056,365302251
Mucap,9.861766929490793,-83.91505238316407,2104657823
Colegio Miravalle,9.854474772197923,-83.91704335795269,472395250
Clínica los Ángeles,9.860938177273779,-83.92263356456873,450502889
La Iglesia de Jesucristo de los Santos de los Últimos Días,9.871484811239974,-83.92380603790427,603899743
Estación de Bomberos 3-0,9.865619964360853,-83.923399347427,342106516
Banco Nacional,9.866679827750733,-83.93030748722916,450502866
Gasolinera Raúl Molina,9.865856094179355,-83.92380076221826,342106516
Ciudad de Los Niños,9.831072684438803,-83.91933096918044,1834918137
Colegio Daniel Oduber,9.835292629809365,-83.91458845094161,1283526024
Parqueo Holcim Agua Caliente,9.832679683178407,-83.90206292024504,1283533668
Parqueo Los Ángeles,9.864953766602914,-83.91394028914213,588818012
Farmacia San Buenaventura,9.905467677732233,-83.68312864754628,471047505
Banco Nacional,9.904897473072607,-83.68248957467304,471047489
Banco Popular,9.906329483750625,-83.68345007999746,1431339416
Banco de Costa Rica,9.90525479705024,-83.68199180365077,471047481
Clínica De Especialidades Medicas Dr. Francis,9.904341666492087,-83.68210810482067,510139974
Colegio Nocturno Enrique Menzel,9.907106027503097,-83.68654969258367,479493879
Escuela Nuestra Señora de Sion,9.907777185660365,-83.68175284322528,560112132
Estación de Bomberos 3-1,9.9066630470713,-83.68624464842723,1430564077
Farmacia Chavarria,9.903489131604067,-83.68388434115666,11069277051
Farmacia El Valle,9.905075741076855,-83.68536561670237,288651122
Farmacia La Salud #1,9.904978671084253,-83.6841716362652,471047504
Mercado Municipal de Turrialba,9.904820570363691,-83.68432038823742,471047504
Municipalidad de Turrialba,9.906568089471282,-83.68381376588465,1431339460
Terminal de Buses Transtusa,9.904466720957652,-83.68757741899702,2974756355
Parroquia Sagrado Corazón de Jesús,9.917256105255477,-83.80897927242647,1438103724
Escuela Pbro. Juan de Dios Trejos,9.915928573822587,-83.81010707119844,6717748765
Colegio Técnico Profesional Agropecuario de Pacayas,9.916371319342783,-83.80506760141728,1438104952
Municipalidad de Alvarado,9.916427754581305,-83.81073085400863,6717748766
CEN-CINAI,9.915921856681667,-83.80851112383404,1438103681
Delegación Polical de Pacayas,9.916202045448278,-83.81091653978393,6717748766
Parroquia Nuestra Señora de Guadalupe,9.860420423772064,-83.93502336743265,472498773
Estación de Bomberos 3-3,9.91665593367182,-83.81104829351074,600519725
Escuela Domingo Faustino Sarmiento,9.845528281930472,-83.90867009213127,3071323884
Catedral Nuestra Señora del Carmen,9.86522692678482,-83.92226669492702,281363034
Escuela Mario Fernandez Alfaro,9.834205135133539,-83.90303151046241,10891606976
Escuela Filadelfo Salas Céspedes,9.82822701752763,-83.90949908682117,1283533656
UNED - Centro Universitario Cartago,9.855541486935664,-83.91848744648757,5127194821
Colegio San Luis Gonzaga,9.862884084794876,-83.92265423131575,450502894
Colegio de San Luis Gonzaga,9.860669150814905,-83.92393056336007,472395270
Colegio Sagrado Corazón de Jesús,9.856936440432495,-83.93168577113363,480496899
Colegio Francisca Carrasco,9.859628847583368,-83.94236706667479,573449678
Colegio Vocacional de Artes y Oficios (Covao),9.880365314430831,-83.92392060087651,288667962
Escuela Sagrado Corazón de Jesús,9.86325284113077,-83.91895126097945,3037253925
Escuela Winston Churchill Spencer,9.862534172103171,-83.91394429455308,1180207564
IPEC - Cartago,9.862313876430797,-83.91332908864145,365287378
Iglesia Caballo Blanco,9.852698098019864,-83.90166021701424,1180188421
Jardín de Niños Winston Churchill,9.8626518436156,-83.91332833198696,365302243
Municipalidad de Cartago,9.864952399999998,-83.9206174,281467484
Parroquia Santa Rosa de Lima,9.91764187981842,-83.84024913812434,3853401028
Tribunales de Justicia,9.900419936486811,-83.67350159938002,479493874
Colegio Bilingüe Victoria,9.918408506335645,-83.99621309942953,418105077
Saint Gregory School,9.908659876886267,-83.9975331427184,276540045
Liceo Experimental Bilingüe José Figueres Ferrer,9.879091473528593,-83.92478745332174,3070639961
Colegio Seráfico San Francisco de Asís,9.882060954389987,-83.92296879287149,281368436
Escuela León Cortés Castro,9.89487388174,-83.87392998695249,617910897
